Datum	Pruefer	Station	Silo	Gramm	Notizen
08.05.2024 13:39	mp	KF_Station_09_Stall3	Silo_5	994	NA
08.05.2024 13:40	mp	KF_Station_10_Stall3	Silo_5	1045	NA
08.05.2024 13:41	mp	KF_Station_12_Stall4	Silo_5	1019	NA
08.05.2024 13:42	mp	KF_Station_11_Stall4	Silo_5	981	NA
08.05.2024 14:10	mp	KF_Station_10_Stall3	Silo_7	1025	NA
08.05.2024 14:11	mp	KF_Station_09_Stall3	Silo_7	950	NA
08.05.2024 14:12	mp	KF_Station_11_Stall4	Silo_7	1001	NA
08.05.2024 14:13	mp	KF_Station_12_Stall4	Silo_7	1025	NA
